 שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
גינוסר, 0000262, 0000519, 0000372, 0000006, 0000366, 0000212, 0000000, 0000001, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000000, 0000000, 0000017, 0000004, 0000037, 0000024, 0000000, 0000000, 0000000, 0000000, 0000037, 0000000, 0000001, 0000016, 0000003, 0000000, 0000001
גיניגר, 0000092, 0000536, 0000382, 0000001, 0000381, 0000242, 0000001, 0000001, 0000000, 0000000, 0000001, 0000006, 0000001, 0000000, 0000000, 0000000, 0000015, 0000006, 0000028, 0000047, 0000000, 0000000, 0000000, 0000001, 0000026, 0000000, 0000000, 0000004, 0000001, 0000001, 0000000
גינתון, 0000863, 0000613, 0000499, 0000001, 0000498, 0000212, 0000003, 0000001, 0000000, 0000000, 0000000, 0000021, 0000000, 0000000, 0000000, 0000000, 0000054, 0000008, 0000072, 0000027, 0000000, 0000000, 0000000, 0000000, 0000083, 0000000, 0000000, 0000009, 0000002, 0000001, 0000005
גיתה, 0001206, 0000184, 0000134, 0000001, 0000133, 0000037, 0000000, 0000001, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000010, 0000015, 0000033, 0000016, 0000001, 0000000, 0000000, 0000000, 0000009, 0000000, 0000000, 0000003, 0000001, 0000001, 0000000
גיתית, 0003613, 0000187, 0000150, 0000000, 0000150, 0000016, 0000000, 0000000, 0000000, 0000000, 0000000, 0000061, 0000000, 0000000, 0000000, 0000000, 0000010, 0000002, 0000036, 0000001, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000003, 0000019, 0000000, 0000000
גלאון, 0000393, 0000388, 0000264, 0000002, 0000262, 0000133, 0000000, 0000001, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000008, 0000001, 0000007, 0000076, 0000000, 0000000, 0000000, 0000000, 0000028, 0000000, 0000000, 0000002, 0000001, 0000000, 0000000
גלגל, 0003606, 0000132, 0000082, 0000000, 0000082, 0000017, 0000000, 0000000, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000021, 0000001, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000
גליל ים, 0000346, 0000318, 0000271, 0000002, 0000269, 0000169, 0000000, 0000004, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000009, 0000000, 0000017, 0000028, 0000000, 0000000, 0000000, 0000000, 0000031, 0000000, 0000000, 0000000, 0000000, 0000001, 0000004
גלעד (אבן יצחק), 0000369, 0000358, 0000272, 0000001, 0000271, 0000185, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000000, 0000010, 0000001, 0000006, 0000032, 0000000, 0000000, 0000000, 0000000, 0000029, 0000000, 0000000, 0000003, 0000000, 0000001, 0000001
גמזו, 0000745, 0000631, 0000531, 0000001, 0000530, 0000011, 0000014, 0000000, 0000000, 0000000, 0000000, 0000276, 0000000, 0000000, 0000000, 0000000, 0000017, 0000004, 0000113, 0000007, 0000001, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000001, 0000059, 0000000, 0000016
גן הדרום, 0001072, 0000304, 0000264, 0000000, 0000264, 0000099, 0000000, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000037, 0000000, 0000064, 0000007, 0000000, 0000000, 0000000, 0000000, 0000040, 0000000, 0000000, 0000005, 0000002, 0000000, 0000003
גן השומרון, 0000225, 0000576, 0000452, 0000000, 0000452, 0000228, 0000000, 0000001, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000000, 0000000, 0000047, 0000005, 0000033, 0000041, 0000000, 0000000, 0000000, 0000000, 0000078, 0000000, 0000000, 0000007, 0000000, 0000000, 0000001
גן חיים, 0000239, 0000521, 0000442, 0000003, 0000439, 0000204, 0000001, 0000001, 0000000, 0000000, 0000001, 0000016, 0000000, 0000000, 0000000, 0000000, 0000028, 0000008, 0000030, 0000052, 0000000, 0000000, 0000000, 0000000, 0000089, 0000001, 0000000, 0000007, 0000001, 0000000, 0000000
גן יאשיה, 0000734, 0000580, 0000481, 0000001, 0000480, 0000255, 0000000, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000000, 0000000, 0000024, 0000006, 0000035, 0000050, 0000000, 0000000, 0000000, 0000000, 0000078, 0000000, 0000000, 0000007, 0000001, 0000000, 0000002
גן יבנה, 0000166, 0014381, 0011099, 0000071, 0011028, 0002248, 0000125, 0000004, 0000000, 0000000, 0000001, 0000866, 0000002, 0000001, 0000000, 0000000, 0001177, 0000359, 0003499, 0000210, 0000004, 0000000, 0000002, 0000003, 0001555, 0000001, 0000005, 0000224, 0000309, 0000010, 0000423
גן נר, 0001274, 0001897, 0001409, 0000007, 0001402, 0000394, 0000003, 0000000, 0000000, 0000000, 0000000, 0000108, 0000000, 0000000, 0000000, 0000000, 0000117, 0000046, 0000449, 0000054, 0000000, 0000000, 0000000, 0000000, 0000177, 0000000, 0000001, 0000025, 0000010, 0000000, 0000018
גן שורק, 0000311, 0000247, 0000199, 0000001, 0000198, 0000087, 0000002, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000011, 0000000, 0000030, 0000010, 0000000, 0000000, 0000000, 0000000, 0000038, 0000000, 0000000, 0000005, 0000000, 0000001, 0000000
גן שלמה, 0000144, 0000379, 0000304, 0000003, 0000301, 0000215, 0000000, 0000001, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000004, 0000036, 0000000, 0000000, 0000000, 0000000, 0000026, 0000000, 0000000, 0000001, 0000003, 0000000, 0000000
גן שמואל, 0000072, 0000854, 0000675, 0000004, 0000671, 0000291, 0000000, 0000003, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000000, 0000010, 0000000, 0000006, 0000318, 0000000, 0000000, 0000000, 0000000, 0000032, 0000000, 0000000, 0000008, 0000000, 0000000, 0000001
גנות הדר, 0000549, 0000600, 0000494, 0000001, 0000493, 0000166, 0000002, 0000000, 0000000, 0000000, 0000000, 0000026, 0000000, 0000000, 0000000, 0000000, 0000050, 0000006, 0000112, 0000011, 0000001, 0000000, 0000000, 0000000, 0000109, 0000000, 0000000, 0000005, 0000003, 0000000, 0000002
גנות, 0000836, 0000347, 0000286, 0000002, 0000284, 0000093, 0000003, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000020, 0000007, 0000065, 0000018, 0000000, 0000000, 0000000, 0000000, 0000058, 0000000, 0000000, 0000003, 0000000, 0000000, 0000003
גני הדר, 0001103, 0000229, 0000187, 0000001, 0000186, 0000089, 0000000, 0000000, 0000000, 0000000, 0000001, 0000006, 0000000, 0000000, 0000000, 0000000, 0000008, 0000002, 0000023, 0000019, 0000001, 0000000, 0000000, 0000000, 0000033, 0000000, 0000000, 0000003, 0000001, 0000000, 0000000
גני טל, 0001371, 0000321, 0000295, 0000000, 0000295, 0000001, 0000004, 0000000, 0000000, 0000000, 0000000, 0000220, 0000000, 0000000, 0000000, 0000000, 0000003, 0000001, 0000039, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000001, 0000018, 0000000, 0000002
גני יוחנן, 0000862, 0000519, 0000401, 0000006, 0000395, 0000127, 0000000, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000000, 0000000, 0000059, 0000005, 0000085, 0000011, 0000001, 0000000, 0000000, 0000000, 0000071, 0000000, 0000000, 0000006, 0000005, 0000002, 0000011
גני עם, 0000218, 0000200, 0000160, 0000000, 0000160, 0000073, 0000000, 0000001, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000011, 0000000, 0000016, 0000017, 0000000, 0000000, 0000000, 0000000, 0000031, 0000000, 0000000, 0000004, 0000002, 0000000, 0000001
גני תקווה, 0000229, 0011599, 0009175, 0000059, 0009116, 0002811, 0000236, 0000011, 0000000, 0000000, 0000005, 0000540, 0000000, 0000001, 0000000, 0000000, 0000708, 0000131, 0001879, 0000406, 0000002, 0000001, 0000001, 0000000, 0001445, 0000000, 0000001, 0000084, 0000220, 0000005, 0000629
געש, 0000842, 0000580, 0000456, 0000004, 0000452, 0000251, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000009, 0000002, 0000004, 0000145, 0000000, 0000000, 0000000, 0000000, 0000029, 0000000, 0000001, 0000006, 0000000, 0000000, 0000000
געתון, 0000463, 0000462, 0000312, 0000002, 0000310, 0000153, 0000000, 0000002, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000004, 0000003, 0000012, 0000093, 0000000, 0000000, 0000000, 0000000, 0000028, 0000000, 0000000, 0000010, 0000000, 0000000, 0000001
גפן, 0000039, 0000252, 0000197, 0000003, 0000194, 0000004, 0000009, 0000000, 0000000, 0000000, 0000000, 0000018, 0000001, 0000000, 0000000, 0000000, 0000015, 0000001, 0000107, 0000001, 0000000, 0000000, 0000000, 0000001, 0000003, 0000000, 0000000, 0000002, 0000003, 0000001, 0000028
גרופית, 0001129, 0000293, 0000187, 0000002, 0000185, 0000100, 0000000, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000005, 0000000, 0000019, 0000030, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000001, 0000001, 0000000, 0000000, 0000000
גשור, 0004022, 0000195, 0000138, 0000001, 0000137, 0000059, 0000000, 0000000, 0000000, 0000000, 0000000, 0000010, 0000000, 0000000, 0000000, 0000000, 0000012, 0000001, 0000016, 0000014, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000009, 0000000, 0000000, 0000002
גשר הזיו, 0000574, 0001116, 0000825, 0000006, 0000819, 0000357, 0000001, 0000001, 0000000, 0000000, 0000000, 0000025, 0000000, 0000000, 0000000, 0000000, 0000062, 0000019, 0000146, 0000067, 0000000, 0000000, 0000000, 0000000, 0000133, 0000000, 0000001, 0000004, 0000001, 0000000, 0000002
גשר, 0000305, 0000420, 0000281, 0000000, 0000281, 0000191, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000008, 0000005, 0000016, 0000025, 0000001, 0000000, 0000001, 0000000, 0000023, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000
גת (קיבוץ), 0000340, 0000471, 0000332, 0000001, 0000331, 0000170, 0000000, 0000002, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000017, 0000002, 0000017, 0000077, 0000000, 0000000, 0000000, 0000000, 0000033, 0000000, 0000000, 0000004, 0000000, 0000002, 0000000
גת רימון, 0000128, 0000195, 0000152, 0000000, 0000152, 0000061, 0000000, 0000000, 0000000, 0000000, 0000001, 0000004, 0000000, 0000000, 0000000, 0000000, 0000022, 0000002, 0000024, 0000009, 0000000, 0000000, 0000000, 0000000, 0000025, 0000000, 0000000, 0000002, 0000000, 0000000, 0000002
דאלית אל-כרמל, 0000494, 0011579, 0006790, 0000124, 0006666, 0001556, 0000003, 0000460, 0000001, 0000000, 0000000, 0000016, 0000000, 0000001, 0000000, 0000004, 0002506, 0000627, 0000519, 0000126, 0000001, 0000001, 0000001, 0000013, 0000411, 0000004, 0000008, 0000023, 0000001, 0000005, 0000379
דבורה, 0000146, 0000219, 0000163, 0000002, 0000161, 0000073, 0000000, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000023, 0000000, 0000024, 0000001, 0000000, 0000000, 0000000, 0000000, 0000026, 0000000, 0000000, 0000002, 0000001, 0000000, 0000004
דבוריה, 0000489, 0006074, 0004512, 0000008, 0004504, 0000015, 0000467, 0003930, 0000000, 0000001, 0000000, 0000003, 0000000, 0000000, 0000000, 0000003, 0000003, 0000009, 0000010, 0000022, 0000000, 0000000, 0000000, 0000024, 0000001, 0000000, 0000002, 0000002, 0000001, 0000000, 0000011
דבירה, 0000849, 0000505, 0000398, 0000000, 0000398, 0000193, 0000000, 0000000, 0000000, 0000000, 0000000, 0000009, 0000000, 0000000, 0000000, 0000000, 0000015, 0000002, 0000017, 0000107, 0000000, 0000000, 0000000, 0000000, 0000047, 0000000, 0000000, 0000004, 0000004, 0000000, 0000000
דברת, 0000407, 0000235, 0000163, 0000002, 0000161, 0000099, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000000, 0000008, 0000004, 0000012, 0000006, 0000000, 0000000, 0000000, 0000000, 0000019, 0000000, 0000001, 0000004, 0000000, 0000001, 0000004
דגניה א', 0000062, 0000524, 0000368, 0000002, 0000366, 0000258, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000000, 0000022, 0000001, 0000016, 0000028, 0000000, 0000000, 0000000, 0000000, 0000030, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000
דגניה ב', 0000079, 0000526, 0000407, 0000003, 0000404, 0000266, 0000000, 0000000, 0000000, 0000000, 0000000, 0000009, 0000000, 0000000, 0000000, 0000000, 0000018, 0000003, 0000021, 0000037, 0000000, 0000000, 0000000, 0000000, 0000041, 0000000, 0000001, 0000008, 0000000, 0000000, 0000000
דוב"ב, 0001067, 0000344, 0000217, 0000000, 0000217, 0000012, 0000005, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000030, 0000001, 0000129, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000001, 0000002, 0000000, 0000022
דולב, 0003747, 0000725, 0000611, 0000003, 0000608, 0000004, 0000001, 0000000, 0000000, 0000000, 0000000, 0000459, 0000000, 0000000, 0000000, 0000000, 0000003, 0000001, 0000073, 0000002, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000005, 0000059, 0000000, 0000000
דור, 0000738, 0000266, 0000220, 0000001, 0000219, 0000094, 0000000, 0000001, 0000000, 0000000, 0000001, 0000010, 0000000, 0000000, 0000000, 0000000, 0000028, 0000001, 0000041, 0000011, 0000000, 0000000, 0000000, 0000000, 0000030, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000
דורות, 0000336, 0000513, 0000384, 0000002, 0000382, 0000245, 0000000, 0000000, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000012, 0000003, 0000007, 0000048, 0000000, 0000000, 0000000, 0000000, 0000040, 0000000, 0000001, 0000011, 0000000, 0000000, 0000001
דחי, 0000475, 0000429, 0000259, 0000003, 0000256, 0000007, 0000002, 0000231, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000008, 0000000, 0000000, 0000001, 0000005, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000
דייר אל-אסד, 0000490, 0007130, 0005715, 0000047, 0005668, 0000134, 0000000, 0004976, 0000000, 0000001, 0000001, 0000000, 0000000, 0000001, 0000000, 0000006, 0000024, 0000004, 0000025, 0000102, 0000002, 0000000, 0000002, 0000025, 0000003, 0000001, 0000001, 0000005, 0000005, 0000001, 0000349
דייר חנא, 0000492, 0006437, 0005339, 0000023, 0005316, 0000092, 0000003, 0004955, 0000000, 0000001, 0000000, 0000000, 0000000, 0000001, 0000000, 0000002, 0000065, 0000025, 0000034, 0000062, 0000000, 0000002, 0000001, 0000020, 0000011, 0000000, 0000003, 0000001, 0000003, 0000000, 0000035
דימונה, 0002200, 0026988, 0016395, 0000284, 0016111, 0001258, 0000156, 0000025, 0000000, 0000000, 0000004, 0001084, 0000005, 0000000, 0000000, 0000002, 0001176, 0001577, 0006615, 0000076, 0000005, 0000005, 0000004, 0000006, 0001419, 0000002, 0000016, 0000198, 0000474, 0000012, 0001992
דישון, 0002063, 0000299, 0000204, 0000001, 0000203, 0000034, 0000000, 0000000, 0000000, 0000000, 0000000, 0000010, 0000000, 0000000, 0000000, 0000000, 0000050, 0000000, 0000083, 0000001, 0000000, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000003, 0000001, 0000001, 0000013
דליה, 0000300, 0000670, 0000522, 0000000, 0000522, 0000259, 0000001, 0000002, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000008, 0000001, 0000005, 0000195, 0000000, 0000000, 0000000, 0000000, 0000040, 0000000, 0000000, 0000002, 0000001, 0000002, 0000000
דלתון, 0000431, 0000588, 0000431, 0000004, 0000427, 0000002, 0000004, 0000000, 0000000, 0000000, 0000000, 0000036, 0000000, 0000000, 0000000, 0000000, 0000051, 0000004, 0000251, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000005, 0000012, 0000000, 0000061
דמיידה, 0001317, 0000268, 0000188, 0000003, 0000185, 0000004, 0000001, 0000173, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000001, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000001
דן, 0000303, 0000467, 0000357, 0000001, 0000356, 0000179, 0000000, 0000001, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000000, 0000011, 0000002, 0000006, 0000119, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000009, 0000004, 0000000, 0000000
דפנה, 0000302, 0000554, 0000444, 0000002, 0000442, 0000267, 0000000, 0000001, 0000000, 0000000, 0000000, 0000006, 0000000, 0000000, 0000000, 0000000, 0000028, 0000008, 0000028, 0000039, 0000000, 0000000, 0000000, 0000000, 0000049, 0000000, 0000000, 0000015, 0000000, 0000000, 0000001
דקל, 0001241, 0000241, 0000164, 0000000, 0000164, 0000050, 0000000, 0000000, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000000, 0000000, 0000017, 0000009, 0000035, 0000004, 0000000, 0000000, 0000000, 0000000, 0000029, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000
דריג'את, 0001349, 0000394, 0000287, 0000002, 0000285, 0000061, 0000000, 0000190, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000016, 0000000, 0000002, 0000001, 0000000, 0000000, 0000001, 0000009, 0000000, 0000000, 0000002, 0000001, 0000000, 0000000, 0000001
האון, 0000702, 0000164, 0000102, 0000001, 0000101, 0000043, 0000001, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000000, 0000011, 0000002, 0000012, 0000007, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000007, 0000001, 0000000, 0000002
הבונים, 0000675, 0000288, 0000208, 0000000, 0000208, 0000132, 0000000, 0000001, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000021, 0000021, 0000000, 0000000, 0000000, 0000000, 0000017, 0000000, 0000000, 0000003, 0000000, 0000001, 0000000
הגושרים, 0000356, 0000562, 0000414, 0000000, 0000414, 0000232, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000000, 0000026, 0000004, 0000054, 0000032, 0000000, 0000001, 0000000, 0000000, 0000045, 0000000, 0000000, 0000008, 0000000, 0000000, 0000004
הדר עם, 0000191, 0000447, 0000376, 0000000, 0000376, 0000180, 0000001, 0000001, 0000000, 0000000, 0000000, 0000011, 0000000, 0000000, 0000000, 0000000, 0000029, 0000003, 0000024, 0000050, 0000000, 0000000, 0000000, 0000000, 0000067, 0000000, 0000000, 0000008, 0000001, 0000000, 0000001
הוד השרון, 0009700, 0039575, 0030747, 0000144, 0030603, 0011920, 0000145, 0000033, 0000003, 0000002, 0000019, 0001160, 0000000, 0000001, 0000000, 0000002, 0002499, 0000595, 0005697, 0001963, 0000008, 0000005, 0000001, 0000002, 0005124, 0000003, 0000009, 0000397, 0000262, 0000023, 0000730
הודיה, 0000726, 0000474, 0000325, 0000002, 0000323, 0000045, 0000001, 0000000, 0000000, 0000000, 0000000, 0000027, 0000000, 0000000, 0000000, 0000000, 0000031, 0000005, 0000153, 0000005, 0000000, 0000000, 0000000, 0000000, 0000028, 0000000, 0000000, 0000003, 0000004, 0000001, 0000020
הוואשלה (שבט), 0001169, 0001264, 0000521, 0000006, 0000515, 0000003, 0000000, 0000455, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000001, 0000000, 0000001, 0000031, 0000000, 0000000, 0000006, 0000011, 0000002, 0000002, 0000000, 0000000, 0000001, 0000000, 0000001
הוזייל (שבט), 0000956, 0000973, 0000310, 0000002, 0000308, 0000008, 0000000, 0000283, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000002, 0000000, 0000000, 0000000, 0000003, 0000001, 0000001, 0000002, 0000001, 0000001, 0000000, 0000001
הושעיה, 0001186, 0001200, 0000934, 0000000, 0000934, 0000052, 0000001, 0000000, 0000000, 0000000, 0000000, 0000494, 0000000, 0000000, 0000000, 0000000, 0000024, 0000001, 0000187, 0000010, 0000000, 0000000, 0000000, 0000000, 0000142, 0000000, 0000001, 0000005, 0000014, 0000000, 0000003
הזורע, 0000250, 0000838, 0000588, 0000002, 0000586, 0000340, 0000003, 0000003, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000015, 0000000, 0000018, 0000143, 0000000, 0000000, 0000000, 0000000, 0000032, 0000000, 0000000, 0000016, 0000001, 0000000, 0000001
הזורעים, 0000307, 0000464, 0000390, 0000000, 0000390, 0000010, 0000003, 0000000, 0000000, 0000000, 0000000, 0000221, 0000000, 0000000, 0000000, 0000000, 0000017, 0000001, 0000094, 0000000, 0000000, 0000000, 0000001, 0000000, 0000002, 0000000, 0000000, 0000002, 0000030, 0000000, 0000009
