 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
חדרה, 006500, 0109.0, 000609, 000392, 000007, 000385, 000038, 000001, 000000, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000000, 000036, 000119, 000132, 000003, 000000, 000000, 000000, 000000, 000026, 000000, 000001, 000004, 000000, 000000, 000006
חדרה, 006500, 0110.0, 000777, 000541, 000007, 000534, 000087, 000000, 000000, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000080, 000088, 000160, 000007, 000000, 000000, 000000, 000000, 000067, 000000, 000000, 000007, 000003, 000000, 000010
חדרה, 006500, 0111.0, 000661, 000543, 000003, 000540, 000105, 000004, 000001, 000001, 000000, 000000, 000029, 000000, 000000, 000000, 000000, 000105, 000023, 000131, 000013, 000001, 000000, 000000, 000000, 000112, 000000, 000000, 000004, 000001, 000000, 000010
חדרה, 006500, 0112.0, 000531, 000422, 000003, 000419, 000098, 000002, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000063, 000012, 000120, 000008, 000000, 000000, 000000, 000000, 000087, 000000, 000000, 000001, 000002, 000000, 000004
חדרה, 006500, 0113.0, 000503, 000336, 000003, 000333, 000042, 000001, 000003, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000063, 000044, 000103, 000005, 000000, 000000, 000000, 000000, 000040, 000001, 000000, 000004, 000008, 000000, 000004
חדרה, 006500, 0951.0, 000793, 000538, 000003, 000535, 000097, 000003, 000003, 000000, 000000, 000000, 000026, 000000, 000000, 000000, 000000, 000079, 000051, 000145, 000017, 000000, 000000, 000000, 000000, 000097, 000000, 000000, 000005, 000002, 000002, 000008
חולדה, 000160, 0001.0, 000515, 000432, 000001, 000431, 000227, 000001, 000002, 000000, 000000, 000000, 000018, 000001, 000000, 000000, 000000, 000019, 000001, 000045, 000038, 000000, 000000, 000000, 000000, 000072, 000000, 000002, 000002, 000003, 000000, 000000
חולון, 006600, 0001.0, 000671, 000463, 000011, 000452, 000032, 000005, 000001, 000000, 000000, 000001, 000022, 000000, 000000, 000000, 000000, 000036, 000016, 000205, 000003, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000005, 000020, 000000, 000086
חולון, 006600, 0002.0, 000664, 000485, 000008, 000477, 000093, 000002, 000000, 000000, 000000, 000000, 000036, 000000, 000000, 000000, 000000, 000051, 000018, 000155, 000004, 000000, 000000, 000000, 000000, 000058, 000000, 000000, 000003, 000011, 000000, 000046
חולון, 006600, 0003.0, 000629, 000441, 000001, 000440, 000096, 000003, 000000, 000000, 000000, 000000, 000031, 000000, 000000, 000000, 000000, 000031, 000007, 000161, 000012, 000001, 000000, 000000, 000000, 000066, 000000, 000000, 000006, 000008, 000001, 000017
חולון, 006600, 0004.0, 000439, 000346, 000002, 000344, 000059, 000005, 000000, 000000, 000000, 000000, 000014, 000000, 000000, 000000, 000000, 000045, 000010, 000108, 000008, 000000, 000000, 000000, 000000, 000040, 000000, 000002, 000008, 000013, 000000, 000032
חולון, 006600, 0005.0, 000605, 000439, 000003, 000436, 000113, 000003, 000001, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000043, 000011, 000123, 000028, 000000, 000000, 000001, 000000, 000059, 000000, 000000, 000003, 000005, 000000, 000018
חולון, 006600, 0006.0, 000533, 000406, 000001, 000405, 000117, 000004, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000000, 000036, 000013, 000123, 000011, 000000, 000000, 000000, 000000, 000048, 000000, 000000, 000007, 000011, 000002, 000026
חולון, 006600, 0007.0, 000582, 000451, 000005, 000446, 000056, 000001, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000000, 000060, 000005, 000224, 000005, 000000, 000000, 000000, 000000, 000048, 000000, 000002, 000006, 000008, 000000, 000015
חולון, 006600, 0008.0, 000723, 000508, 000001, 000507, 000066, 000004, 000000, 000000, 000000, 000000, 000026, 000000, 000000, 000000, 000000, 000065, 000010, 000182, 000006, 000001, 000000, 000000, 000000, 000043, 000000, 000000, 000010, 000021, 000000, 000073
חולון, 006600, 0009.0, 000584, 000416, 000002, 000414, 000096, 000003, 000001, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000064, 000009, 000114, 000022, 000000, 000000, 000000, 000000, 000065, 000000, 000000, 000004, 000005, 000002, 000016
חולון, 006600, 0010.0, 000556, 000372, 000004, 000368, 000077, 000001, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000046, 000030, 000108, 000011, 000000, 000000, 000000, 000000, 000052, 000000, 000000, 000001, 000004, 000000, 000010
חולון, 006600, 0011.0, 000554, 000347, 000000, 000347, 000084, 000002, 000000, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000037, 000010, 000094, 000009, 000000, 000001, 000000, 000000, 000043, 000000, 000000, 000005, 000007, 000000, 000034
חולון, 006600, 0012.0, 000649, 000495, 000006, 000489, 000059, 000008, 000000, 000000, 000000, 000000, 000033, 000000, 000000, 000000, 000000, 000061, 000012, 000193, 000005, 000000, 000000, 000001, 000000, 000035, 000000, 000000, 000005, 000016, 000000, 000061
חולון, 006600, 0013.0, 000630, 000421, 000005, 000416, 000101, 000002, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000000, 000000, 000052, 000018, 000097, 000015, 000001, 000000, 000000, 000000, 000069, 000000, 000000, 000006, 000006, 000000, 000020
חולון, 006600, 0014.0, 000611, 000418, 000001, 000417, 000059, 000004, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000000, 000000, 000075, 000009, 000146, 000007, 000000, 000000, 000001, 000000, 000040, 000000, 000000, 000005, 000009, 000001, 000032
חולון, 006600, 0016.0, 000591, 000456, 000003, 000453, 000119, 000002, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000047, 000010, 000128, 000013, 000000, 000000, 000000, 000000, 000078, 000000, 000000, 000004, 000016, 000001, 000013
חולון, 006600, 0017.0, 000594, 000459, 000003, 000456, 000125, 000003, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000054, 000008, 000099, 000020, 000000, 000001, 000000, 000000, 000079, 000000, 000000, 000002, 000009, 000001, 000027
חולון, 006600, 0018.0, 000754, 000429, 000002, 000427, 000066, 000004, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000000, 000042, 000014, 000156, 000006, 000000, 000000, 000000, 000001, 000041, 000000, 000000, 000006, 000010, 000000, 000065
חולון, 006600, 0019.0, 000528, 000337, 000003, 000334, 000070, 000001, 000001, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000035, 000007, 000113, 000003, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000005, 000012, 000000, 000041
חולון, 006600, 0020.0, 000646, 000416, 000002, 000414, 000066, 000001, 000000, 000001, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000053, 000021, 000131, 000011, 000002, 000000, 000001, 000000, 000054, 000000, 000000, 000007, 000010, 000000, 000031
חולון, 006600, 0021.0, 000500, 000332, 000000, 000332, 000057, 000002, 000000, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000040, 000006, 000106, 000008, 000000, 000000, 000000, 000000, 000034, 000000, 000000, 000009, 000010, 000000, 000039
חולון, 006600, 0022.0, 000659, 000383, 000003, 000380, 000107, 000005, 000001, 000000, 000000, 000000, 000016, 000001, 000000, 000000, 000000, 000042, 000019, 000100, 000016, 000000, 000000, 000000, 000000, 000052, 000000, 000000, 000001, 000003, 000001, 000016
חולון, 006600, 0023.0, 000649, 000369, 000002, 000367, 000076, 000005, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000032, 000026, 000112, 000013, 000000, 000000, 000000, 000000, 000042, 000000, 000000, 000004, 000006, 000000, 000023
חולון, 006600, 0024.0, 000634, 000427, 000005, 000422, 000133, 000003, 000000, 000000, 000000, 000000, 000014, 000001, 000000, 000000, 000000, 000029, 000017, 000114, 000017, 000000, 000000, 000000, 000000, 000070, 000000, 000000, 000002, 000005, 000000, 000017
חולון, 006600, 0025.0, 000656, 000480, 000004, 000476, 000130, 000002, 000003, 000000, 000000, 000000, 000036, 000000, 000000, 000000, 000000, 000043, 000010, 000112, 000019, 000000, 000000, 000000, 000000, 000068, 000001, 000001, 000014, 000009, 000000, 000028
חולון, 006600, 0026.0, 000724, 000487, 000004, 000483, 000121, 000003, 000002, 000000, 000000, 000000, 000032, 000000, 000000, 000000, 000000, 000060, 000012, 000139, 000008, 000001, 000000, 000000, 000000, 000056, 000000, 000000, 000010, 000008, 000001, 000030
חולון, 006600, 0027.0, 000612, 000467, 000000, 000467, 000150, 000001, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000048, 000009, 000111, 000027, 000000, 000000, 000000, 000000, 000072, 000000, 000000, 000005, 000005, 000000, 000011
חולון, 006600, 0028.0, 000419, 000252, 000002, 000250, 000060, 000003, 000000, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000031, 000018, 000057, 000007, 000000, 000000, 000000, 000000, 000039, 000000, 000000, 000007, 000000, 000000, 000013
חולון, 006600, 0029.0, 000624, 000369, 000008, 000361, 000075, 000001, 000001, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000054, 000029, 000086, 000012, 000000, 000000, 000001, 000000, 000042, 000000, 000000, 000006, 000009, 000000, 000022
חולון, 006600, 0030.0, 000523, 000394, 000003, 000391, 000132, 000000, 000000, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000034, 000007, 000081, 000025, 000001, 000000, 000000, 000000, 000069, 000000, 000000, 000003, 000004, 000000, 000022
חולון, 006600, 0031.0, 000389, 000250, 000002, 000248, 000045, 000000, 000001, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000036, 000025, 000071, 000005, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000002, 000003, 000000, 000011
חולון, 006600, 0032.0, 000402, 000274, 000006, 000268, 000083, 000000, 000000, 000000, 000000, 000000, 000015, 000001, 000000, 000000, 000001, 000027, 000018, 000062, 000007, 000000, 000000, 000000, 000000, 000042, 000000, 000000, 000006, 000000, 000000, 000006
חולון, 006600, 0033.0, 000691, 000412, 000002, 000410, 000095, 000002, 000000, 000000, 000001, 000000, 000016, 000000, 000000, 000000, 000000, 000050, 000027, 000117, 000006, 000000, 000000, 000000, 000000, 000059, 000000, 000000, 000005, 000007, 000000, 000025
חולון, 006600, 0034.0, 000617, 000396, 000001, 000395, 000121, 000006, 000000, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000041, 000013, 000087, 000015, 000000, 000000, 000000, 000000, 000071, 000000, 000001, 000002, 000004, 000000, 000013
חולון, 006600, 0035.0, 000703, 000469, 000004, 000465, 000114, 000006, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000059, 000030, 000137, 000006, 000000, 000000, 000000, 000000, 000064, 000000, 000000, 000003, 000006, 000000, 000020
חולון, 006600, 0036.0, 000510, 000286, 000004, 000282, 000079, 000003, 000000, 000000, 000000, 000000, 000009, 000000, 000000, 000000, 000000, 000019, 000031, 000071, 000010, 000000, 000000, 000000, 000000, 000045, 000000, 000000, 000004, 000000, 000000, 000011
חולון, 006600, 0037.0, 000558, 000373, 000005, 000368, 000082, 000002, 000002, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000048, 000009, 000125, 000005, 000000, 000000, 000000, 000000, 000055, 000000, 000000, 000005, 000003, 000000, 000015
חולון, 006600, 0038.0, 000657, 000401, 000006, 000395, 000126, 000002, 000000, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000000, 000038, 000017, 000094, 000014, 000000, 000000, 000000, 000000, 000050, 000000, 000001, 000006, 000007, 000002, 000019
חולון, 006600, 0039.0, 000688, 000467, 000006, 000461, 000093, 000003, 000000, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000000, 000047, 000044, 000119, 000013, 000000, 000000, 000000, 000000, 000068, 000001, 000001, 000008, 000008, 000000, 000029
חולון, 006600, 0040.0, 000633, 000364, 000004, 000360, 000089, 000000, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000029, 000039, 000113, 000008, 000000, 000000, 000000, 000000, 000041, 000000, 000000, 000002, 000010, 000000, 000011
חולון, 006600, 0041.0, 000531, 000286, 000003, 000283, 000067, 000001, 000001, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000000, 000028, 000031, 000081, 000009, 000000, 000000, 000000, 000000, 000041, 000000, 000000, 000002, 000003, 000001, 000012
חולון, 006600, 0042.0, 000703, 000455, 000003, 000452, 000119, 000004, 000004, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000033, 000040, 000109, 000023, 000001, 000000, 000001, 000000, 000080, 000000, 000000, 000007, 000004, 000000, 000010
חולון, 006600, 0043.0, 000581, 000308, 000007, 000301, 000089, 000003, 000001, 000000, 000001, 000000, 000019, 000000, 000000, 000000, 000000, 000029, 000040, 000073, 000009, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000001, 000003, 000000, 000004
חולון, 006600, 0044.0, 000446, 000327, 000002, 000325, 000089, 000005, 000001, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000036, 000016, 000062, 000015, 000000, 000000, 000000, 000000, 000050, 000000, 000000, 000003, 000004, 000000, 000023
חולון, 006600, 0045.0, 000587, 000338, 000006, 000332, 000075, 000004, 000001, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000031, 000040, 000094, 000008, 000000, 000000, 000000, 000000, 000041, 000000, 000001, 000003, 000004, 000000, 000017
חולון, 006600, 0046.0, 000557, 000359, 000004, 000355, 000094, 000004, 000001, 000000, 000000, 000000, 000009, 000000, 000000, 000000, 000000, 000039, 000010, 000117, 000008, 000001, 000000, 000000, 000000, 000054, 000000, 000000, 000006, 000002, 000001, 000009
חולון, 006600, 0047.0, 000600, 000420, 000004, 000416, 000161, 000004, 000001, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000038, 000004, 000091, 000021, 000000, 000000, 000000, 000000, 000065, 000000, 000000, 000002, 000002, 000001, 000009
חולון, 006600, 0048.0, 000716, 000486, 000009, 000477, 000132, 000002, 000008, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000045, 000021, 000134, 000018, 000000, 000000, 000000, 000000, 000075, 000000, 000001, 000006, 000003, 000000, 000012
חולון, 006600, 0049.0, 000559, 000338, 000005, 000333, 000089, 000003, 000000, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000046, 000036, 000082, 000014, 000000, 000000, 000000, 000000, 000034, 000000, 000000, 000003, 000001, 000000, 000012
חולון, 006600, 0050.0, 000529, 000308, 000005, 000303, 000070, 000004, 000001, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000000, 000033, 000026, 000090, 000004, 000000, 000000, 000000, 000000, 000030, 000001, 000000, 000004, 000002, 000000, 000011
חולון, 006600, 0051.0, 000458, 000284, 000001, 000283, 000069, 000005, 000000, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000000, 000033, 000015, 000090, 000012, 000000, 000000, 000001, 000000, 000029, 000000, 000000, 000006, 000004, 000000, 000007
חולון, 006600, 0052.0, 000701, 000480, 000003, 000477, 000171, 000000, 000000, 000000, 000000, 000001, 000022, 000000, 000000, 000000, 000000, 000037, 000008, 000096, 000022, 000000, 000000, 000000, 000000, 000101, 000000, 000000, 000003, 000003, 000001, 000012
חולון, 006600, 0053.0, 000627, 000429, 000006, 000423, 000170, 000001, 000001, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000048, 000016, 000093, 000013, 000000, 000000, 000000, 000000, 000047, 000000, 000000, 000008, 000008, 000000, 000005
חולון, 006600, 0054.0, 000502, 000275, 000002, 000273, 000052, 000000, 000000, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000040, 000033, 000066, 000004, 000000, 000000, 000000, 000000, 000037, 000000, 000000, 000006, 000002, 000000, 000012
חולון, 006600, 0055.0, 000507, 000284, 000005, 000279, 000049, 000002, 000000, 000000, 000000, 000000, 000014, 000000, 000000, 000000, 000000, 000043, 000040, 000062, 000009, 000000, 000000, 000000, 000000, 000030, 000001, 000001, 000007, 000003, 000000, 000018
חולון, 006600, 0056.0, 000670, 000400, 000005, 000395, 000083, 000005, 000001, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000059, 000028, 000100, 000016, 000000, 000000, 000000, 000000, 000043, 000001, 000000, 000004, 000008, 000000, 000026
חולון, 006600, 0057.0, 000515, 000276, 000006, 000270, 000054, 000001, 000001, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000029, 000016, 000090, 000006, 000000, 000000, 000000, 000000, 000037, 000000, 000001, 000003, 000005, 000001, 000015
חולון, 006600, 0058.0, 000447, 000286, 000002, 000284, 000062, 000005, 000001, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000000, 000057, 000018, 000065, 000004, 000000, 000000, 000000, 000000, 000039, 000000, 000000, 000004, 000004, 000000, 000018
חולון, 006600, 0059.0, 000588, 000366, 000003, 000363, 000033, 000003, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000054, 000022, 000123, 000002, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000003, 000012, 000000, 000063
חולון, 006600, 0060.0, 000708, 000410, 000002, 000408, 000096, 000000, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000044, 000035, 000130, 000008, 000000, 000000, 000000, 000000, 000048, 000000, 000000, 000000, 000007, 000000, 000029
חולון, 006600, 0061.0, 000693, 000486, 000008, 000478, 000061, 000001, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000070, 000021, 000191, 000010, 000000, 000000, 000000, 000000, 000042, 000000, 000000, 000003, 000016, 000000, 000045
חולון, 006600, 0062.0, 000473, 000323, 000006, 000317, 000080, 000000, 000000, 000000, 000000, 000000, 000025, 000001, 000000, 000000, 000000, 000038, 000010, 000088, 000007, 000000, 000000, 000000, 000000, 000036, 000000, 000000, 000003, 000007, 000000, 000022
